generacja,best_cost,avg_cost,worst_cost
102,1534,1618.52,2234
103,1534,1623.848,2249
104,1534,1629.964,2340
105,1534,1635.472,2319
106,1534,1641.852,2377
107,1530,1626.4,2284
108,1530,1620.248,2270
109,1530,1624.332,2264
110,1529,1643.612,2385
111,1529,1640.9,2357
112,1529,1636.212,2311
113,1529,1629.728,2273
114,1529,1660.092,2308
115,1518,1628.94,2279
116,1518,1620.528,2278
117,1507,1625.448,2276
118,1507,1629.772,2341
119,1507,1613.348,2303
120,1507,1622.404,2282
121,1503,1641.832,2280
122,1503,1603.96,2282
123,1503,1635,2298
124,1503,1609.092,2291
125,1503,1602.272,2281
126,1503,1614.18,2360
127,1503,1618.712,2354
128,1503,1618.76,2354
129,1503,1614.064,2403
130,1503,1608.052,2345
131,1503,1625.932,2295
132,1503,1591.74,2308
133,1503,1601.808,2310
134,1503,1630.984,2284
135,1503,1603.196,2354
136,1503,1643.208,2353
137,1465,1619.344,2373
138,1465,1600.66,2386
139,1465,1598.708,2257
140,1465,1637.9,2337
141,1465,1609.612,2360
142,1465,1561.852,2264
143,1465,1545.744,2317
144,1460,1554.748,2322
145,1460,1560.292,2284
146,1460,1541.636,2250
147,1460,1556.508,2311
148,1460,1542.632,2306
149,1460,1576.048,2308
150,1460,1571.34,2317
151,1460,1561.588,2133
152,1460,1565.484,2263
153,1460,1565.444,2262
154,1460,1577.636,2307
155,1458,1565.096,2300
156,1458,1576.356,2207
157,1458,1575.012,2303
158,1458,1579.76,2302
159,1458,1608.092,2205
160,1458,1549.404,2205
161,1457,1569.808,2366
162,1457,1579.204,2285
163,1456,1557.792,2261
164,1454,1576.556,2201
165,1454,1549.064,2268
166,1451,1561.408,2317
167,1451,1552.52,2257
168,1451,1568.304,2294
169,1451,1532.648,2310
170,1451,1543.604,2267
171,1451,1563.412,2359
172,1451,1561.996,2278
173,1451,1548.576,2273
174,1451,1570.664,2278
175,1451,1550.828,2269
176,1451,1546.88,2183
177,1451,1561.32,2316
178,1451,1538.164,2242
179,1451,1576.06,2260
180,1451,1547.604,2230
181,1451,1561.344,2263
182,1451,1567.1,2309
183,1451,1544.332,2238
184,1451,1541.828,2269
185,1451,1541.644,2283
186,1451,1568.104,2316
187,1451,1543.616,2294
188,1451,1551.928,2257
189,1451,1542.568,2192
190,1451,1547.608,2230
191,1451,1571.82,2299
192,1451,1560.264,2257
193,1451,1535.704,2359
194,1451,1554.952,2223
195,1451,1536.236,2260
196,1451,1559.78,2245
197,1451,1561.476,2267
198,1451,1527.996,2252
199,1451,1541.74,2267
200,1451,1538.964,2243
201,1451,1553.672,2198
202,1451,1553.384,2260
203,1451,1544.324,2162
204,1451,1559.012,2359
205,1451,1569.6,2252
206,1451,1549.336,2263
207,1451,1555.472,2223
208,1451,1552.12,2248
209,1451,1550.856,2257
210,1451,1549.228,2176
211,1451,1559.88,2390
212,1451,1547.984,2235
213,1451,1546.568,2294
214,1451,1527.88,2294
215,1451,1573.892,2236
216,1451,1541.032,2309
217,1451,1522.716,2273
218,1451,1518.204,2211
219,1451,1572.532,2359
220,1451,1533.676,2277
221,1451,1546.664,2250
222,1451,1528.944,2201
223,1451,1545.288,2273
224,1451,1564.752,2282
225,1451,1557.628,2273
226,1451,1562.236,2294
227,1451,1561.24,2309
228,1451,1546.244,2278
229,1451,1536.608,2294
230,1451,1587.764,2254
231,1451,1557.92,2315
232,1451,1563.44,2214
233,1451,1566.848,2309
234,1451,1571.656,2272
235,1451,1534.772,2299
236,1451,1555.596,2283
237,1451,1531.42,2228
238,1451,1544.348,2238
239,1451,1554.088,2315
240,1451,1555.244,2282
241,1451,1544.376,2269
242,1451,1552.296,2257
243,1451,1584.576,2272
244,1451,1563.26,2269
245,1451,1549.504,2267
246,1451,1529.392,2315
247,1451,1566.876,2267
248,1451,1573.044,2315
249,1451,1558.172,2269
250,1451,1549.752,2309
251,1451,1550.44,2238
252,1451,1561.172,2242
253,1451,1557.46,2252
254,1451,1555.768,2269
255,1451,1550.072,2230
256,1451,1563.132,2246
257,1451,1554.66,2269
258,1451,1545.548,2260
259,1451,1536.968,2171
260,1451,1535.872,2393
261,1451,1529.756,2257
262,1451,1560.628,2359
263,1451,1544.584,2252
264,1451,1533.524,2227
265,1451,1535.596,2250
266,1451,1561.148,2315
267,1451,1561.28,2267
268,1451,1547.08,2309
269,1451,1556.264,2273
270,1451,1575.476,2260
271,1451,1548.948,2267
272,1451,1541.344,2261
273,1451,1552.736,2220
274,1451,1557.988,2315
275,1451,1564.044,2200
276,1451,1547.704,2243
277,1451,1571.92,2359
278,1451,1566.044,2250
279,1451,1544.14,2267
280,1451,1560.78,2220
281,1451,1557.368,2272
282,1451,1537.24,2272
283,1451,1524.504,2173
284,1451,1555.704,2260
285,1451,1551.568,2316
286,1451,1556.508,2309
287,1451,1567.624,2250
288,1451,1563.784,2299
289,1451,1552.948,2152
290,1451,1558.328,2278
291,1451,1543.08,2207
292,1451,1568.632,2309
293,1451,1538.32,2230
294,1451,1532.44,2316
295,1451,1569.292,2316
296,1451,1561.196,2257
297,1451,1540.052,2230
298,1451,1539.94,2198
299,1451,1543.612,2243
300,1451,1525.272,2242
301,1451,1539.192,2257
302,1451,1548.9,2188
303,1451,1561.972,2294
304,1451,1542.844,2185
305,1451,1558.756,2294
306,1451,1562.628,2315
307,1451,1544.508,2261
308,1451,1553.104,2238
309,1451,1540.656,2236
310,1451,1553.448,2316
311,1451,1552.356,2283
312,1451,1554.976,2207
313,1451,1584.64,2359
314,1451,1561.816,2215
315,1451,1534.232,2213
316,1451,1537.568,2236
317,1451,1577.66,2315
318,1451,1553.216,2267
319,1451,1527.02,2184
320,1451,1580.848,2261
321,1451,1545.832,2299
322,1451,1555.128,2315
323,1451,1578.512,2283
324,1451,1542.096,2220
325,1451,1571.788,2207
326,1451,1572.196,2272
327,1451,1585.464,2283
328,1451,1546.32,2309
329,1451,1559.924,2269
330,1451,1563.924,2278
331,1451,1531.54,2214
332,1451,1571.548,2316
333,1451,1565.708,2316
334,1451,1538.872,2359
335,1451,1524.456,2273
336,1451,1558.88,2238
337,1451,1550.264,2294
338,1451,1558.34,2198
339,1451,1549.764,2272
340,1451,1556.116,2343
341,1451,1530.056,2205
342,1451,1565.412,2278
343,1451,1547.364,2359
344,1451,1539.604,2282
345,1451,1555.04,2261
346,1451,1528.036,2242
347,1451,1516.776,2224
348,1451,1552.136,2359
349,1451,1564.256,2299
350,1451,1551.052,2254
351,1443,1539.916,2273
352,1443,1550.924,2267
353,1443,1531.284,2183
354,1443,1552.028,2315
355,1440,1556.96,2259
356,1440,1573.148,2267
357,1440,1540.164,2269
358,1440,1598.412,2345
359,1440,1593.644,2533
360,1440,1521.836,2378
361,1440,1522.496,2369
362,1440,1562.892,2311
363,1440,1583.864,2397
364,1440,1563.332,2375
365,1440,1564.268,2347
366,1440,1552.428,2375
367,1440,1548.812,2293
368,1440,1540.752,2441
369,1440,1534.096,2270
370,1440,1563.788,2402
371,1440,1555.048,2357
372,1440,1550.648,2428
373,1440,1553.728,2369
374,1440,1558.788,2417
375,1440,1547.284,2356
376,1440,1536.54,2520
377,1440,1565.516,2417
378,1440,1546.596,2390
379,1440,1554.992,2385
380,1440,1539.044,2292
381,1440,1533.352,2270
382,1440,1549.484,2470
383,1440,1575.284,2390
384,1440,1525.016,2339
385,1440,1538.804,2287
386,1440,1548.86,2417
387,1440,1540.552,2447
388,1440,1549.832,2379
389,1440,1553.428,2397
390,1440,1567.34,2277
391,1440,1556.26,2470
392,1440,1579.316,2359
393,1440,1564.86,2519
394,1440,1543.636,2447
395,1440,1563.96,2447
396,1440,1552.144,2388
397,1440,1552.148,2378
398,1440,1564.74,2336
399,1440,1541.276,2390
400,1440,1581.804,2341
401,1440,1559.86,2519
402,1440,1553.944,2367
403,1440,1547.372,2520
404,1440,1536.692,2417
405,1440,1515.576,2313
406,1440,1560.052,2339
407,1440,1543.692,2520
408,1440,1559.92,2385
409,1440,1559.972,2454
410,1440,1548.756,2378
411,1440,1549.728,2370
412,1440,1547.88,2454
413,1440,1551.276,2441
414,1440,1532.408,2274
415,1440,1564.384,2356
416,1440,1540.228,2292
417,1440,1547.876,2388
418,1440,1555.576,2402
419,1440,1572.888,2388
420,1440,1563.7,2405
421,1440,1564.02,2475
422,1440,1543.508,2454
423,1440,1563.136,2367
424,1440,1557.064,2369
425,1440,1573.328,2417
426,1440,1559.22,2475
427,1440,1553.476,2533
428,1440,1569.52,2520
429,1440,1558.348,2339
430,1440,1553.492,2379
431,1440,1527.596,2447
432,1440,1567.98,2533
433,1440,1560.532,2441
434,1440,1565.22,2379
435,1440,1574.092,2323
436,1440,1536.96,2379
437,1440,1550.864,2533
438,1440,1564.62,2475
439,1440,1555.96,2428
440,1440,1528.44,2292
441,1440,1534.796,2345
442,1440,1545.22,2475
443,1440,1560.948,2417
444,1440,1537.188,2306
445,1440,1539.068,2369
446,1440,1542.292,2379
447,1440,1550.828,2322
448,1440,1528.632,2348
449,1440,1548.016,2447
450,1440,1551.412,2378
451,1440,1558.148,2388
452,1440,1552.388,2334
453,1440,1548.584,2533
454,1440,1565.508,2369
455,1440,1533.96,2313
456,1440,1548.936,2519
457,1440,1553.632,2520
458,1440,1555.268,2339
459,1440,1541.756,2349
460,1440,1569.344,2520
461,1440,1539.348,2339
462,1440,1535.024,2348
463,1440,1530.108,2270
464,1440,1585.608,2390
465,1440,1550.44,2369
466,1440,1530.096,2369
467,1440,1526.188,2337
468,1440,1559.836,2447
469,1440,1561.048,2519
470,1440,1528.676,2345
471,1440,1564.352,2533
472,1440,1545.04,2417
473,1440,1544.128,2519
474,1440,1577.276,2470
475,1440,1547.144,2519
476,1440,1564.036,2428
477,1440,1537.42,2405
478,1440,1545.86,2384
479,1440,1548.96,2390
480,1440,1585.068,2388
481,1440,1540.872,2373
482,1440,1552.256,2330
483,1440,1557.676,2345
484,1440,1566.052,2397
485,1440,1545.972,2355
486,1440,1545.768,2428
487,1440,1543.648,2405
488,1440,1512.936,2293
489,1440,1549.772,2334
490,1440,1537.788,2259
491,1440,1561.504,2454
492,1440,1552.96,2318
493,1440,1550.12,2369
494,1440,1564.364,2405
495,1440,1573.572,2390
496,1440,1563.316,2417
497,1440,1571.088,2277
498,1440,1552.644,2385
499,1440,1556.224,2402
500,1440,1532.988,2371
501,1440,1569.612,2475
502,1440,1553.628,2276
503,1440,1540.904,2417
504,1440,1559.392,2390
505,1440,1557.456,2454
506,1440,1543.888,2519
507,1440,1608.452,2417
508,1440,1559.848,2373
509,1440,1554.936,2339
510,1440,1535.804,2454
511,1440,1575.132,2351
512,1440,1558.672,2390
513,1440,1546.244,2385
514,1440,1556.148,2428
515,1440,1539.248,2397
516,1440,1559.924,2364
517,1440,1586.408,2519
518,1440,1545.404,2417
519,1440,1555.304,2428
520,1440,1525.404,2280
521,1440,1528.556,2373
522,1440,1571.848,2519
523,1440,1576.004,2470
524,1440,1575.332,2379
525,1440,1527.408,2345
526,1440,1548.664,2375
527,1440,1544.696,2379
528,1440,1571.88,2405
529,1440,1562.416,2405
530,1440,1529.528,2388
531,1440,1540.244,2405
532,1440,1556.44,2519
533,1440,1554.264,2402
534,1440,1565.232,2373
535,1440,1551.272,2519
536,1440,1555.048,2520
537,1440,1589.412,2454
538,1440,1559.02,2297
539,1440,1554.028,2351
540,1440,1543.208,2356
541,1440,1538.936,2390
542,1440,1587.704,2373
543,1440,1522.888,2441
544,1440,1543.252,2379
545,1440,1549.596,2273
546,1440,1554.52,2428
547,1440,1556.02,2447
548,1440,1549.4,2405
549,1440,1569.468,2454
550,1440,1553.576,2369
551,1440,1557.284,2470
552,1440,1544.524,2533
553,1440,1539.824,2292
554,1440,1552.192,2447
555,1440,1546.312,2520
556,1440,1540,2359
557,1440,1550.248,2371
558,1440,1551.948,2428
559,1440,1592.82,2367
560,1440,1568.62,2447
561,1440,1526.54,2287
562,1440,1541.592,2405
563,1440,1570.836,2441
564,1440,1567.58,2454
565,1440,1545.576,2447
566,1440,1557.872,2402
567,1440,1559.54,2520
568,1440,1575.42,2441
569,1440,1572.928,2519
570,1440,1554.372,2357
571,1440,1544.868,2447
572,1440,1551.272,2323
573,1440,1522.72,2397
574,1440,1564.188,2417
575,1440,1543.852,2470
576,1440,1551.128,2349
577,1440,1550.852,2417
578,1440,1538.144,2417
579,1440,1559.336,2311
580,1440,1561.1,2519
581,1440,1557.324,2402
582,1440,1552.212,2520
583,1440,1544.888,2370
584,1440,1534.824,2371
585,1440,1559.668,2364
586,1440,1537.536,2373
587,1440,1565.94,2470
588,1440,1559.684,2520
589,1440,1521.104,2305
590,1440,1572.388,2405
591,1440,1552.264,2520
592,1440,1528,2475
593,1440,1528.404,2309
594,1440,1559.34,2428
595,1440,1560.044,2402
596,1440,1557.244,2405
597,1440,1546.224,2417
598,1440,1557.888,2441
599,1440,1554.228,2297
600,1440,1533.292,2287
601,1440,1555.408,2323
602,1440,1553.144,2373
603,1440,1555.616,2355
604,1440,1534.328,2358
605,1440,1532.328,2358
606,1440,1544.92,2447
607,1440,1559.484,2454
608,1440,1534.136,2295
609,1440,1558.512,2470
610,1440,1563.872,2417
611,1440,1544.388,2533
612,1440,1528.956,2373
613,1440,1542.388,2519
614,1440,1547.848,2520
615,1440,1575.496,2428
616,1440,1574.884,2379
617,1440,1544.124,2402
618,1440,1522.028,2388
619,1440,1531.116,2402
620,1440,1536.468,2405
621,1440,1543.228,2367
622,1440,1559.148,2405
623,1440,1546.004,2378
624,1440,1581.108,2364
625,1440,1545.42,2441
626,1440,1550.62,2370
627,1440,1545.712,2454
628,1440,1537.652,2367
629,1440,1537.872,2388
630,1440,1543.904,2369
631,1440,1553.44,2369
632,1440,1540.58,2419
633,1440,1549.372,2405
634,1440,1566.104,2417
635,1440,1567.116,2441
636,1440,1572.424,2520
637,1440,1558.728,2371
638,1440,1532.308,2405
639,1440,1541.184,2533
640,1440,1551.424,2441
641,1440,1548.46,2369
642,1440,1552.572,2319
643,1440,1536.532,2428
644,1440,1571.98,2372
645,1440,1542.004,2402
646,1440,1543.748,2375
647,1440,1561.068,2405
648,1440,1557.172,2379
649,1440,1550.676,2447
650,1440,1559.688,2339
651,1440,1561.268,2402
652,1440,1542.64,2308
653,1440,1540.84,2378
654,1440,1551.016,2519
655,1440,1569.364,2323
656,1440,1532.7,2428
657,1440,1541.688,2405
658,1440,1554.78,2378
659,1440,1532.456,2475
660,1440,1562.604,2337
661,1440,1538.624,2371
662,1440,1545.112,2339
663,1440,1570.04,2454
664,1440,1552.424,2428
665,1440,1548.68,2369
666,1440,1562.512,2441
667,1440,1527.72,2385
668,1440,1528.052,2334
669,1440,1556.116,2388
670,1440,1567.404,2475
671,1440,1548.232,2370
672,1440,1537.952,2292
673,1440,1548.104,2519
674,1440,1546.932,2470
675,1440,1542.132,2519
676,1440,1547.544,2428
677,1440,1564.764,2428
678,1440,1527.592,2311
679,1440,1542.732,2287
680,1440,1556.592,2470
681,1440,1564.464,2369
682,1440,1561.236,2367
683,1440,1557.112,2385
684,1440,1555.852,2441
685,1440,1555.196,2447
686,1440,1553.512,2441
687,1440,1574.184,2520
688,1440,1549.464,2533
689,1440,1551.26,2402
690,1440,1563.148,2379
691,1440,1556.204,2519
692,1440,1568.312,2351
693,1440,1570.608,2441
694,1440,1592.912,2475
695,1440,1564.62,2470
696,1440,1551.176,2385
697,1440,1570.76,2519
698,1440,1530.148,2349
699,1440,1554.728,2339
700,1440,1521.944,2297
701,1440,1561.76,2475
702,1440,1569.628,2470
703,1440,1567.68,2454
704,1440,1551.308,2373
705,1440,1564.184,2364
706,1440,1557.648,2520
707,1440,1554.14,2405
708,1440,1555.604,2402
709,1440,1557.252,2390
710,1440,1532.776,2417
711,1440,1578.56,2454
712,1440,1553.82,2441
713,1440,1562.08,2475
714,1440,1546.256,2371
715,1440,1558.716,2375
716,1440,1575.344,2367
717,1440,1559.912,2385
718,1440,1526.26,2379
719,1440,1533.26,2348
720,1440,1559.236,2390
721,1440,1562.876,2388
722,1440,1559.492,2475
723,1440,1557.04,2385
724,1440,1545.732,2358
725,1440,1552.3,2370
726,1440,1551.044,2454
727,1440,1562.992,2417
728,1440,1541.14,2225
729,1440,1545.716,2364
730,1440,1525.852,2295
731,1440,1548.34,2454
732,1440,1567.492,2447
733,1440,1547.216,2520
734,1440,1543.656,2519
735,1440,1547.332,2475
736,1440,1554.296,2454
737,1440,1537.44,2520
738,1440,1562.016,2345
739,1440,1533.94,2388
740,1440,1559.532,2358
741,1440,1557.916,2379
742,1440,1566.616,2520
743,1440,1552.596,2379
744,1440,1542.752,2351
745,1440,1577.2,2470
746,1440,1556.636,2287
747,1440,1569.568,2475
748,1440,1549.696,2379
749,1440,1564.556,2417
750,1440,1579.136,2369
751,1440,1542.844,2349
752,1440,1556.736,2441
753,1440,1575.008,2370
754,1440,1550.38,2447
755,1440,1548.592,2533
756,1440,1575.64,2378
757,1440,1548.752,2397
758,1440,1524.608,2357
759,1440,1575.432,2470
760,1440,1562.384,2334
761,1440,1576.172,2447
762,1440,1534.036,2454
763,1440,1556.572,2447
764,1440,1542.72,2278
765,1440,1528.544,2484
766,1440,1545.716,2319
767,1440,1559.8,2390
768,1440,1563.604,2385
769,1440,1539.004,2339
770,1440,1555.844,2533
771,1440,1531.936,2339
772,1440,1531.568,2388
773,1440,1542.94,2520
774,1440,1550.956,2475
775,1440,1553.848,2441
776,1440,1560.048,2336
777,1440,1539.7,2339
778,1440,1529.504,2388
779,1440,1518.812,2533
780,1440,1551.36,2441
781,1440,1558.36,2475
782,1440,1539.448,2470
783,1440,1557.104,2470
784,1440,1558.248,2475
785,1440,1559.396,2388
786,1440,1531.316,2333
787,1440,1551.044,2447
788,1440,1550.392,2520
789,1440,1555.06,2370
790,1440,1535.464,2370
791,1440,1556.628,2428
792,1440,1556.9,2470
793,1440,1564.152,2287
794,1440,1565.008,2371
795,1440,1574.156,2367
796,1440,1553.212,2367
797,1440,1557.24,2470
798,1440,1575.36,2355
799,1440,1546.668,2475
800,1440,1569.968,2454
