generacja,best_cost,avg_cost,worst_cost
86,1526,1633.644,2263
87,1526,1630.6,2231
88,1526,1618.52,2206
89,1519,1622.224,2266
90,1507,1628.88,2337
91,1507,1597.716,2245
92,1500,1607.876,2237
93,1500,1586.152,2233
94,1500,1578.524,2284
95,1500,1605.668,2220
96,1500,1607.36,2255
97,1494,1604.928,2235
98,1493,1601.1,2222
99,1493,1609.604,2239
100,1487,1589.008,2223
101,1487,1615.236,2149
102,1487,1587.484,2212
103,1487,1576.372,2149
104,1485,1587.148,2197
105,1485,1579.128,2253
106,1477,1572.012,2212
107,1477,1582.344,2170
108,1471,1576.912,2134
109,1471,1609.204,2301
110,1471,1631.8,2351
111,1470,1605.868,2255
112,1454,1561.824,2223
113,1454,1538.712,2085
114,1453,1543.412,2060
115,1453,1548.28,2096
116,1453,1533.024,1997
117,1453,1526.756,2138
118,1453,1523.132,2116
119,1453,1523.22,2088
120,1453,1523.7,2015
121,1452,1530.748,2091
122,1452,1521.592,2041
123,1443,1533.476,2085
124,1443,1519.412,2057
125,1443,1532.528,2097
126,1438,1521.448,2063
127,1438,1520.676,2013
128,1434,1515.652,2012
129,1430,1515.572,2011
130,1430,1500.536,2051
131,1426,1481.48,2033
132,1425,1514.352,2098
133,1425,1494.956,2055
134,1404,1495.644,2051
135,1404,1495.04,2050
136,1404,1501.94,2081
137,1399,1518.464,2131
138,1399,1503.028,2274
139,1386,1467.544,2023
140,1386,1493.612,2086
141,1386,1485.452,2052
142,1386,1544.296,2082
143,1386,1569.904,2094
144,1384,1578.492,2118
145,1384,1492.9,2042
146,1384,1447.816,1891
147,1384,1463.58,1952
148,1384,1460.58,2042
149,1384,1455.508,2005
150,1373,1437.376,1928
151,1373,1449.06,1971
152,1373,1455.224,1966
153,1373,1474.636,1986
154,1373,1437.696,2068
155,1373,1446.592,2041
156,1373,1440.788,2031
157,1373,1447.38,2128
158,1373,1444.692,2078
159,1373,1455.196,2120
160,1365,1450.916,2138
161,1365,1442.452,2069
162,1359,1438.312,2016
163,1359,1437.504,2140
164,1359,1429.356,2060
165,1359,1438.544,1992
166,1359,1437.076,2090
167,1359,1423.284,2056
168,1359,1435.928,2074
169,1359,1453.428,2168
170,1359,1433.152,1993
171,1359,1437.428,2097
172,1359,1437.032,2030
173,1359,1442.26,2114
174,1359,1424.212,1956
175,1359,1425.4,2084
176,1359,1429.916,2057
177,1359,1431.124,2090
178,1359,1429.172,2028
179,1359,1441.068,2012
180,1359,1438.836,1996
181,1355,1434.3,2146
182,1355,1434.508,2030
183,1355,1432.76,2146
184,1353,1458.62,2060
185,1353,1441.368,2064
186,1353,1429.584,2051
187,1353,1427.012,2126
188,1353,1440.204,2212
189,1353,1433.308,2212
190,1353,1435.868,2112
191,1353,1427.164,2066
192,1353,1441.688,2107
193,1353,1443.16,2081
194,1353,1431.772,2197
195,1353,1458.464,2104
196,1353,1435.42,2079
197,1353,1435.088,2196
198,1353,1445.772,2263
199,1353,1446.196,2064
200,1353,1429.816,2151
201,1353,1466.588,2200
202,1353,1430.4,2126
203,1353,1433.836,2144
204,1353,1465.668,2138
205,1353,1441.616,2107
206,1353,1446.172,2156
207,1353,1447.076,2132
208,1353,1436.4,2212
209,1353,1444.068,2196
210,1353,1431.196,2085
211,1353,1439.764,2097
212,1353,1464.388,2156
213,1353,1441.284,2166
214,1353,1440.06,2079
215,1353,1444.584,2212
216,1353,1438.996,2112
217,1353,1437.232,2079
218,1353,1452.188,2167
219,1353,1429.568,2155
220,1353,1446.704,2263
221,1353,1450.228,2126
222,1353,1452.82,2197
223,1353,1467.136,2263
224,1353,1453.512,2091
225,1353,1439.1,2263
226,1353,1444.068,2263
227,1353,1431.352,2058
228,1353,1439.652,2151
229,1353,1429.428,2057
230,1353,1439.304,2166
231,1353,1435.612,2051
232,1353,1442.916,2165
233,1353,1446.684,2152
234,1353,1460.988,2166
235,1353,1437.888,2067
236,1353,1453.104,2167
237,1353,1447.108,2175
238,1353,1425.852,2097
239,1353,1436.084,2044
240,1353,1416.808,2044
241,1353,1443.66,2155
242,1353,1423.324,2132
243,1353,1448.584,2212
244,1353,1455.528,2190
245,1353,1437.808,2079
246,1353,1440.868,2104
247,1353,1426.552,2075
248,1353,1459.612,2156
249,1353,1434.64,2200
250,1353,1439.676,2097
251,1353,1433.82,2138
252,1353,1433.904,2147
253,1353,1420.424,2188
254,1353,1418.864,2132
255,1353,1437.696,2044
256,1353,1425.256,2196
257,1353,1442.612,2126
258,1353,1435.524,2152
259,1353,1466.424,2079
260,1353,1461.376,2102
261,1353,1426.116,2079
262,1353,1435.852,2086
263,1353,1442.4,2075
264,1353,1441.432,2197
265,1353,1424.828,2123
266,1353,1446.272,2155
267,1353,1454.396,2212
268,1353,1441.36,2155
269,1353,1443.612,2200
270,1353,1438.52,2200
271,1353,1429.664,2081
272,1353,1447.104,2200
273,1353,1441.544,2175
274,1353,1423.2,2043
275,1353,1438.544,2017
276,1353,1442.22,2166
277,1353,1431.396,2082
278,1353,1453.476,2165
279,1353,1457.816,2197
280,1353,1438.476,2123
281,1353,1422.704,2102
282,1353,1453.132,2200
283,1353,1465.644,2166
284,1353,1441.808,2167
285,1353,1427.984,2132
286,1353,1439.876,2196
287,1353,1446.392,2151
288,1353,1436.02,2212
289,1353,1433.436,2175
290,1353,1447.224,2123
291,1353,1422.936,1997
292,1353,1446.42,2175
293,1353,1448.824,2196
294,1353,1441.772,2166
295,1353,1437.936,2167
296,1353,1430.256,2175
297,1353,1438.92,2212
298,1353,1422.44,2031
299,1353,1459.92,2152
300,1353,1431.112,2032
301,1353,1436.78,2200
302,1353,1450.064,2147
303,1353,1427.376,2079
304,1353,1434.408,2064
305,1353,1440.288,2112
306,1353,1436.168,2085
307,1353,1441.32,2212
308,1353,1448.88,2175
309,1353,1426.984,2000
310,1353,1446.76,2085
311,1353,1430.492,2151
312,1353,1431.644,2197
313,1353,1421.964,2175
314,1353,1460.532,2126
315,1353,1430.684,2057
316,1353,1450.836,2067
317,1353,1454.092,2144
318,1353,1432.016,2197
319,1353,1434.296,2138
320,1353,1445.828,2132
321,1353,1433.64,2200
322,1353,1447.424,2084
323,1353,1428.54,2156
324,1353,1438.74,2263
325,1353,1441.524,2051
326,1353,1457.14,2263
327,1353,1438.052,2151
328,1353,1446.98,2190
329,1353,1430.42,2147
330,1353,1424.576,2054
331,1353,1416.104,2166
332,1353,1455.964,2200
333,1353,1434.928,2151
334,1353,1441.632,2165
335,1353,1419.34,2165
336,1353,1442.512,2263
337,1353,1439.356,2086
338,1353,1442.496,2193
339,1353,1427.812,2231
340,1353,1447.216,2126
341,1353,1428.876,2012
342,1353,1458.156,2200
343,1353,1450.524,2104
344,1353,1444.736,2235
345,1353,1436.948,2064
346,1353,1437.16,2190
347,1353,1436.216,2155
348,1353,1441.448,2112
349,1353,1440.78,2084
350,1353,1450.664,2047
351,1353,1430.712,2196
352,1353,1440.628,2175
353,1353,1449.956,2156
354,1353,1451.868,2138
355,1353,1452.832,2190
356,1353,1459.856,2263
357,1353,1464.416,2112
358,1353,1425.704,2044
359,1353,1420.26,2097
360,1353,1432.08,2156
361,1353,1443.48,2086
362,1353,1434.536,2032
363,1353,1430.628,2152
364,1353,1436.112,2147
365,1353,1455.152,2151
366,1353,1446.504,2263
367,1353,1445.308,2197
368,1353,1456.772,2126
369,1353,1442.72,2212
370,1353,1438.56,2166
371,1353,1430.144,2165
372,1353,1434.516,2144
373,1353,1441.972,2246
374,1353,1444.944,2024
375,1353,1441.344,2166
376,1353,1428.62,2138
377,1353,1427.904,2123
378,1353,1438.6,2165
379,1353,1447.328,2175
380,1353,1450.628,2144
381,1353,1443.572,2100
382,1353,1434.312,2097
383,1353,1445.768,2057
384,1353,1454.768,2263
385,1353,1450.428,2084
386,1353,1440.636,2155
387,1353,1452.832,2166
388,1353,1445.736,2104
389,1353,1438.048,2200
390,1353,1452.472,2079
391,1353,1444.7,2263
392,1353,1445.244,2212
393,1353,1434.412,2197
394,1353,1425.988,2041
395,1353,1441.232,2175
396,1353,1458.676,2155
397,1353,1444.84,2112
398,1353,1437.556,2123
399,1353,1431.536,2196
400,1353,1420.228,2123
401,1353,1444.544,2051
402,1353,1470.316,2212
403,1353,1412.784,2167
404,1353,1455.024,2123
405,1353,1449.92,2138
406,1353,1433.48,2054
407,1353,1447.14,2166
408,1353,1454.304,2175
409,1353,1435.636,2151
410,1353,1424.828,2165
411,1353,1421.224,2017
412,1353,1459.46,2067
413,1353,1440.944,2190
414,1353,1444.432,2144
415,1353,1453.828,2156
416,1353,1444.128,2054
417,1353,1433.464,2084
418,1353,1463.748,2212
419,1353,1432.364,2147
420,1353,1457.932,2166
421,1353,1451.888,2081
422,1353,1437.276,2024
423,1353,1441.396,2263
424,1353,1430.76,2200
425,1353,1420.004,2051
426,1353,1452.044,2167
427,1353,1433.296,2190
428,1353,1455.32,2167
429,1353,1437.144,2212
430,1353,1435.764,2152
431,1353,1458.54,2166
432,1353,1439.604,2167
433,1353,1438.444,2126
434,1353,1432.868,2200
435,1353,1452.276,2197
436,1353,1432.208,2196
437,1353,1435.78,2197
438,1353,1423.624,2152
439,1353,1438.36,2196
440,1353,1430.212,2067
441,1353,1413.572,2138
442,1353,1460.3,2196
443,1353,1447.052,2197
444,1353,1440.756,2197
445,1353,1437.26,2200
446,1353,1437.552,2156
447,1353,1438.128,2014
448,1353,1439.84,2079
449,1353,1426.46,2212
450,1353,1446.764,2166
451,1353,1440.236,2226
452,1353,1457.636,2197
453,1353,1435.376,2155
454,1353,1442.06,2190
455,1353,1435.516,2156
456,1353,1436.624,2054
457,1353,1404.76,2048
458,1353,1423.956,2147
459,1353,1452.352,2058
460,1353,1435.24,2196
461,1353,1443.556,2112
462,1353,1453.968,2156
463,1353,1453.408,2084
464,1353,1446.048,2263
465,1353,1441.464,2066
466,1353,1434.872,2167
467,1353,1456.768,2197
468,1353,1441.888,2167
469,1353,1448.78,2175
470,1353,1448.416,2176
471,1353,1441.18,2165
472,1353,1428.076,2025
473,1353,1440.98,2107
474,1353,1432.492,2197
475,1353,1418.004,2126
476,1353,1448.98,2263
477,1353,1440.54,2197
478,1353,1435.864,2151
479,1353,1435.868,2111
480,1353,1418.988,2094
481,1353,1437.872,2155
482,1353,1448.48,2196
483,1353,1435.016,2032
484,1353,1427.324,2085
485,1353,1469.652,2166
486,1353,1436.64,2147
487,1353,1432.648,2155
488,1353,1444.188,2197
489,1353,1417.096,2086
490,1353,1415.172,2035
491,1353,1459.892,2081
492,1353,1448.508,2175
493,1353,1430.832,2190
494,1353,1450.72,2091
495,1353,1454.012,2196
496,1353,1431.836,2197
497,1353,1435.96,2190
498,1353,1425.792,2263
499,1353,1443.644,2091
500,1353,1440.28,2126
501,1353,1437.488,2196
502,1353,1430.248,2197
503,1353,1438.284,2166
504,1353,1445.796,2200
505,1353,1421.976,2152
506,1353,1413.22,2152
507,1353,1430.544,2104
508,1353,1441.032,2147
509,1353,1464.74,2167
510,1353,1445.084,2044
511,1353,1449.532,2151
512,1353,1454.576,2263
513,1353,1452.812,2167
514,1353,1423.916,2123
515,1353,1453.692,2132
516,1353,1467.864,2126
517,1353,1451.056,2126
518,1353,1454,2144
519,1353,1442.016,2036
520,1353,1459.048,2196
521,1353,1447.628,2126
522,1353,1454.968,2197
523,1353,1439.848,2155
524,1353,1449.472,2084
525,1353,1440.244,2085
526,1353,1440.984,2212
527,1353,1438.048,2175
528,1353,1460.596,2123
529,1353,1440.48,2060
530,1353,1435.18,2200
531,1353,1454.5,2104
532,1353,1451.744,2065
533,1353,1434.156,2102
534,1353,1436.224,2138
535,1353,1457.14,2112
536,1353,1452.796,2151
537,1353,1431.492,2190
538,1353,1445.604,2147
539,1353,1425.44,2263
540,1353,1451.788,2064
541,1353,1472.6,2097
542,1353,1461.664,2152
543,1353,1442.756,2058
544,1353,1421.8,2200
545,1353,1434.164,2155
546,1353,1434.884,2138
547,1353,1425.256,2097
548,1353,1462.272,2147
549,1353,1439.744,2041
550,1353,1462.104,2263
551,1353,1452.728,2138
552,1353,1448.388,2196
553,1353,1438.396,2085
554,1353,1466.688,2196
555,1353,1450.812,2263
556,1353,1427.204,2091
557,1353,1451.02,2165
558,1353,1418.516,2102
559,1353,1462.18,2144
560,1353,1457.668,2263
561,1353,1431.384,2075
562,1353,1439.592,2072
563,1353,1448.192,2196
564,1353,1440.06,2197
565,1353,1435.98,2112
566,1353,1448.212,2151
567,1353,1466.448,2147
568,1353,1436.492,2075
569,1353,1455.94,2097
570,1353,1447.144,2155
571,1353,1431.308,2152
572,1353,1417.116,2156
573,1353,1426.868,2102
574,1353,1434.604,2147
575,1353,1433.656,2196
576,1353,1441.676,2155
577,1353,1456.72,2126
578,1353,1434.508,2165
579,1353,1425.68,2126
580,1353,1427.16,2112
581,1353,1432.768,2042
582,1353,1466.956,2212
583,1353,1445.976,2175
584,1353,1435.492,2138
585,1353,1441.66,2152
586,1353,1411.628,2041
587,1353,1443.32,2263
588,1353,1447.008,2197
589,1353,1454.356,2166
590,1353,1431.404,2212
591,1353,1460.204,2084
592,1353,1443.72,2197
593,1353,1447.128,2175
594,1353,1421.204,1974
595,1353,1413.464,2175
596,1353,1466.936,2165
597,1353,1450.164,2263
598,1353,1413.412,2263
599,1353,1452.64,2152
600,1353,1435.688,2085
601,1353,1427.156,2041
602,1353,1443.424,2212
603,1353,1456.292,2167
604,1353,1440.7,2212
605,1353,1462.284,2190
606,1353,1440.64,2200
607,1353,1432.404,2081
608,1353,1442.872,2132
609,1353,1460.376,2132
610,1353,1434.612,2190
611,1353,1435.588,2156
612,1353,1451.44,2066
613,1353,1454.58,2132
614,1353,1435.292,2107
615,1353,1447.5,2126
616,1353,1457.512,2175
617,1353,1443.676,2190
618,1353,1457.18,2196
619,1353,1432.56,2212
620,1353,1429.664,2175
621,1353,1443.716,2091
622,1353,1435.5,2166
623,1353,1450.98,2190
624,1353,1449.252,2072
625,1353,1432.008,2138
626,1353,1447.8,2197
627,1353,1431.568,2190
628,1353,1440.24,2167
629,1353,1449.652,2079
630,1353,1420.284,2166
631,1353,1428.536,2132
632,1353,1449.808,2190
633,1353,1429.732,2196
634,1353,1429.572,2212
635,1353,1431.044,2166
636,1353,1451.664,2040
637,1353,1450.304,2263
638,1353,1438.24,2062
639,1353,1474.104,2197
640,1353,1445.032,2138
641,1353,1453.648,2200
642,1353,1443.264,2138
643,1353,1446.028,2200
644,1353,1468.12,2167
645,1353,1453.976,2112
646,1353,1423.348,2091
647,1353,1445.696,2156
648,1353,1434.932,2126
649,1353,1425.864,2200
650,1353,1423.564,2022
651,1353,1447.76,2086
652,1353,1455.096,2197
653,1353,1440.704,2166
654,1353,1435.556,2175
655,1353,1436.332,2082
656,1353,1427.832,2263
657,1353,1452.004,2138
658,1353,1448.884,2212
659,1353,1439.96,2263
660,1353,1439.756,2196
661,1353,1449.772,2024
662,1353,1458.684,2097
663,1353,1439.516,2067
664,1353,1456.524,2212
665,1353,1435.888,2152
666,1353,1444.632,2014
667,1353,1445.204,2112
668,1353,1425.224,2036
669,1353,1471.828,2263
670,1353,1440.316,2060
671,1353,1437.368,2263
672,1353,1445.956,2044
673,1353,1424.02,2097
674,1353,1435.632,2138
675,1353,1426.476,2167
676,1353,1439.152,2156
677,1353,1445.34,2263
678,1353,1445.98,2212
679,1353,1443.148,2079
680,1353,1460.188,2212
681,1353,1417.992,2084
682,1353,1450.44,2263
683,1353,1443.076,2167
684,1353,1441.06,2079
685,1353,1435.424,2151
686,1353,1440.596,2079
687,1353,1436.928,2175
688,1353,1428.172,2041
689,1353,1453.244,2132
690,1353,1446.892,2126
691,1353,1428.944,2044
692,1353,1449.732,2123
693,1353,1426.824,2151
694,1353,1440.648,2097
695,1353,1443.084,2200
696,1353,1441.992,2155
697,1353,1455.728,2152
698,1353,1433.32,2190
699,1353,1451.108,2175
700,1353,1452.872,2166
701,1353,1456.844,2200
702,1353,1452.564,2165
703,1353,1454.656,2190
704,1353,1434.188,2155
705,1353,1459.552,2190
706,1353,1443.228,2104
707,1353,1440.572,2197
708,1353,1432.28,2132
709,1353,1443.748,2042
710,1353,1436.46,2082
711,1353,1461.788,2175
712,1353,1441.932,2024
713,1353,1456.972,2196
714,1353,1454.448,2263
715,1353,1449.336,2097
716,1353,1437.116,2196
717,1353,1421.984,2044
718,1353,1454.872,2229
719,1353,1445.832,2200
720,1353,1424.812,2081
721,1353,1430.824,2155
722,1353,1432.2,2067
723,1353,1435.488,2144
724,1353,1435.012,2112
725,1353,1438.764,2212
726,1353,1444.236,2123
727,1353,1441.228,2117
728,1353,1451.488,2156
729,1353,1449.18,2196
730,1353,1416.088,2041
731,1353,1442.616,2200
732,1353,1440.104,2167
733,1353,1446.708,2151
734,1353,1441.176,2112
735,1353,1457.656,2175
736,1353,1432.9,2043
737,1353,1459.404,2263
738,1353,1419.884,2067
739,1353,1434.792,2197
740,1353,1435.548,2156
741,1353,1446.048,2151
742,1353,1458.048,2144
743,1353,1433.496,2051
744,1353,1434.552,2151
745,1353,1449.256,2167
746,1353,1447.62,2167
747,1353,1441.628,2057
748,1353,1433.504,2085
749,1353,1435.14,2165
750,1353,1445.784,2032
751,1353,1441.98,2263
752,1353,1433.58,2166
753,1353,1456.824,2212
754,1353,1439.388,2132
755,1353,1422.676,2144
756,1353,1455.092,2037
757,1353,1450.372,2102
758,1353,1436.524,2166
759,1353,1433.62,2152
760,1353,1429.512,2003
761,1353,1435.376,2263
762,1353,1461.5,2081
763,1353,1444.252,2147
764,1353,1456.08,2212
765,1353,1433.968,1993
766,1353,1439.304,2044
767,1353,1438.644,2190
768,1353,1453.3,2156
769,1353,1438.336,2156
770,1353,1455.104,2152
771,1353,1450.876,2085
772,1353,1439.372,2212
773,1353,1425.66,2123
774,1353,1429.28,2167
775,1353,1463.144,2084
776,1353,1452.14,2167
777,1353,1451.12,2212
778,1353,1433.096,2051
779,1353,1440.14,2166
780,1353,1425.14,2081
781,1353,1436.42,2156
782,1353,1447.112,2196
783,1353,1456.62,2212
784,1353,1460.884,2140
785,1353,1439.396,2091
786,1353,1418.48,2166
787,1353,1444.6,2126
788,1353,1435.008,2081
789,1353,1452.408,2197
790,1353,1430.956,2029
791,1353,1433.284,2151
792,1353,1441.996,2190
793,1353,1430.52,2062
794,1353,1440.776,2155
795,1353,1438,2054
796,1353,1445.316,2155
797,1353,1440.044,2165
798,1353,1446.616,2212
799,1353,1446.712,2196
800,1353,1451.5,2144
