generacja,best_cost,avg_cost,worst_cost
120,1545,1640.176,2344
121,1545,1628.44,2341
122,1545,1637.452,2240
123,1545,1640.88,2374
124,1544,1652.86,2259
125,1533,1630.152,2286
126,1533,1639.664,2288
127,1533,1645.916,2374
128,1533,1666.424,2375
129,1533,1669.652,2291
130,1533,1623.064,2314
131,1533,1634.992,2314
132,1533,1621.904,2291
133,1533,1646.18,2274
134,1533,1629.324,2247
135,1533,1624.16,2231
136,1533,1609.044,2388
137,1533,1625.836,2319
138,1527,1623.58,2265
139,1527,1627.204,2247
140,1527,1645.556,2377
141,1527,1684.816,2325
142,1527,1652.776,2268
143,1527,1622.856,2249
144,1521,1616.404,2263
145,1521,1617.936,2307
146,1519,1619.464,2284
147,1519,1635.164,2358
148,1517,1612.652,2339
149,1517,1617.16,2331
150,1517,1615.68,2374
151,1517,1616.884,2292
152,1517,1608.084,2356
153,1517,1614.284,2269
154,1517,1611.38,2349
155,1515,1616.816,2301
156,1498,1630.04,2292
157,1498,1598.304,2374
158,1498,1594.244,2374
159,1498,1605.772,2232
160,1498,1592.516,2343
161,1498,1603.124,2251
162,1498,1595.296,2387
163,1498,1591.004,2200
164,1498,1587.456,2353
165,1494,1589.576,2280
166,1494,1570.624,2205
167,1493,1600.676,2299
168,1493,1618.112,2323
169,1493,1578.82,2200
170,1493,1610.104,2294
171,1490,1630.008,2469
172,1490,1621.076,2294
173,1490,1578.204,2297
174,1490,1563.224,2339
175,1490,1596.376,2251
176,1490,1569.252,2298
177,1490,1567.068,2335
178,1490,1576.876,2246
179,1490,1567.12,2240
180,1490,1578.008,2243
181,1490,1579.264,2265
182,1490,1584.924,2329
183,1490,1592.76,2271
184,1490,1609.728,2329
185,1490,1564.64,2255
186,1479,1569.156,2248
187,1479,1584.768,2301
188,1479,1569.228,2329
189,1479,1613.008,2364
190,1479,1563.32,2312
191,1479,1586.812,2336
192,1479,1578.564,2271
193,1479,1580.92,2336
194,1479,1581.92,2228
195,1479,1563.92,2256
196,1479,1574.04,2365
197,1479,1592.656,2271
198,1479,1574.56,2226
199,1479,1570.588,2220
200,1479,1573.792,2228
201,1479,1582.156,2256
202,1479,1566.532,2194
203,1479,1598.452,2266
204,1472,1567.768,2189
205,1472,1579.632,2249
206,1472,1588.888,2194
207,1472,1595.068,2280
208,1472,1560.54,2193
209,1472,1565.956,2200
210,1472,1558.204,2144
211,1472,1545.832,2187
212,1470,1567.312,2243
213,1470,1551.56,2175
214,1470,1561.94,2199
215,1449,1556.868,2243
216,1449,1564.356,2165
217,1449,1572.772,2221
218,1449,1566.66,2215
219,1449,1527.132,2150
220,1449,1530.784,2145
221,1449,1535.176,2221
222,1449,1545.02,2150
223,1449,1531.584,2255
224,1449,1552.648,2216
225,1449,1583.428,2200
226,1449,1529.408,2190
227,1447,1550.624,2200
228,1447,1546.684,2216
229,1447,1520.144,2174
230,1447,1528.584,2244
231,1447,1551.008,2184
232,1447,1516.424,2134
233,1447,1524.04,2225
234,1447,1546.276,2190
235,1447,1524.716,2188
236,1447,1536.964,2198
237,1447,1513.624,2102
238,1447,1537.504,2218
239,1447,1533.64,2218
240,1447,1556.108,2222
241,1447,1535.476,2148
242,1447,1514.696,2222
243,1447,1560.956,2147
244,1447,1529.368,2141
245,1447,1541.708,2198
246,1447,1549.188,2197
247,1447,1547.948,2222
248,1447,1537.948,2293
249,1447,1547.464,2145
250,1447,1555.04,2220
251,1447,1542.86,2218
252,1447,1542.716,2233
253,1447,1531.092,2244
254,1447,1529.2,2197
255,1447,1526.572,2231
256,1447,1552.584,2157
257,1447,1534.98,2197
258,1447,1551.912,2232
259,1447,1542.84,2209
260,1447,1559.336,2222
261,1447,1541.684,2149
262,1447,1529.296,2293
263,1447,1531.12,2103
264,1447,1549.844,2218
265,1447,1539.656,2147
266,1447,1528.996,2216
267,1447,1543.432,2310
268,1447,1561.796,2232
269,1447,1547.956,2293
270,1447,1524.348,2121
271,1447,1541.936,2116
272,1447,1532.772,2174
273,1447,1543.928,2220
274,1447,1512.872,2141
275,1447,1538.464,2176
276,1447,1547.78,2197
277,1447,1530.612,2310
278,1447,1535.72,2218
279,1447,1537.512,2158
280,1447,1536.512,2232
281,1447,1529.796,2232
282,1447,1534.892,2222
283,1447,1553.748,2184
284,1447,1531.452,2231
285,1447,1565.58,2293
286,1447,1553.148,2290
287,1447,1554.472,2149
288,1447,1539.912,2158
289,1447,1586.392,2244
290,1447,1531.66,2233
291,1447,1554.488,2176
292,1447,1549.02,2293
293,1447,1527.456,2216
294,1447,1549.576,2310
295,1447,1537.884,2205
296,1447,1538.576,2232
297,1447,1540.736,2310
298,1447,1533.672,2106
299,1447,1529.748,2225
300,1447,1545.36,2197
301,1447,1543.28,2173
302,1447,1548.636,2221
303,1447,1532.628,2149
304,1447,1545.016,2218
305,1447,1545.244,2171
306,1447,1556.188,2155
307,1447,1540.344,2216
308,1447,1536.648,2190
309,1447,1546.732,2155
310,1447,1533.54,2173
311,1447,1538.876,2098
312,1447,1532.04,2136
313,1447,1535.06,2220
314,1447,1517.864,2310
315,1447,1557.336,2310
316,1447,1544.504,2197
317,1447,1549.712,2198
318,1447,1536.764,2136
319,1447,1539.008,2293
320,1447,1550.272,2244
321,1447,1537.7,2157
322,1447,1527.828,2293
323,1447,1543.432,2234
324,1447,1541.564,2233
325,1447,1522.044,2244
326,1447,1538.424,2171
327,1447,1542.112,2218
328,1447,1540.556,2192
329,1447,1517.316,2118
330,1447,1527.712,2222
331,1447,1541.2,2205
332,1447,1530.088,2155
333,1447,1538.6,2165
334,1447,1523.488,2232
335,1447,1536.652,2132
336,1447,1546.8,2209
337,1447,1529.516,2295
338,1447,1550.22,2197
339,1447,1542.496,2216
340,1447,1550.98,2244
341,1447,1542.904,2312
342,1447,1545.496,2200
343,1447,1523.168,2184
344,1447,1552.408,2224
345,1447,1540.2,2161
346,1447,1538.568,2310
347,1447,1532.516,2220
348,1447,1535.42,2175
349,1447,1529.452,2222
350,1447,1533.94,2199
351,1447,1532.464,2205
352,1447,1541.14,2176
353,1447,1533.064,2233
354,1447,1532.824,2132
355,1447,1523.436,2221
356,1447,1551.516,2197
357,1447,1524.328,2175
358,1447,1535.632,2218
359,1447,1546.676,2161
360,1447,1553.44,2221
361,1447,1546.12,2310
362,1447,1525.632,2171
363,1447,1528.624,2174
364,1447,1552.024,2225
365,1447,1571.672,2244
366,1447,1547.668,2222
367,1447,1526.32,2184
368,1447,1519.432,2141
369,1447,1557.24,2244
370,1447,1517.576,2148
371,1447,1510.544,2186
372,1447,1550.996,2174
373,1447,1521.872,2234
374,1447,1538.408,2197
375,1447,1545.968,2303
376,1447,1544.332,2199
377,1447,1533.612,2178
378,1447,1535.896,2177
379,1447,1540.088,2216
380,1447,1541.132,2231
381,1447,1527.164,2225
382,1447,1527.376,2190
383,1447,1525.964,2100
384,1447,1543.48,2246
385,1447,1532.596,2224
386,1447,1540.004,2227
387,1447,1517,2120
388,1447,1524.816,2114
389,1447,1530.848,2222
390,1447,1536.588,2218
391,1447,1542.132,2181
392,1447,1536.364,2220
393,1447,1535.468,2155
394,1447,1542.416,2171
395,1447,1526.348,2223
396,1447,1540.096,2161
397,1447,1515.312,2199
398,1447,1560.048,2295
399,1447,1539.62,2218
400,1447,1538.156,2244
401,1447,1557.764,2190
402,1447,1532.2,2144
403,1447,1541.568,2167
404,1447,1528.58,2223
405,1447,1539.684,2205
406,1447,1545.252,2247
407,1447,1540.34,2132
408,1447,1537.844,2174
409,1447,1538.296,2163
410,1447,1545.392,2186
411,1447,1520.848,2225
412,1447,1531.36,2229
413,1447,1548.464,2130
414,1447,1527.46,2233
415,1447,1519.976,2197
416,1447,1533.14,2165
417,1447,1572.132,2310
418,1447,1555.272,2220
419,1447,1547.444,2121
420,1447,1550.8,2224
421,1447,1554.82,2183
422,1447,1525.068,2157
423,1447,1548.908,2157
424,1447,1526.612,2178
425,1447,1534.648,2231
426,1447,1530.76,2232
427,1447,1537.528,2220
428,1447,1548.62,2209
429,1447,1522.648,2211
430,1447,1547.98,2216
431,1447,1518.12,2310
432,1447,1543.584,2312
433,1447,1550.948,2248
434,1447,1532.612,2220
435,1447,1509.7,2207
436,1447,1536.336,2310
437,1447,1515.66,2222
438,1447,1564.356,2216
439,1447,1539.568,2295
440,1447,1543.952,2310
441,1447,1524.272,2218
442,1447,1545.944,2232
443,1447,1525.084,2235
444,1447,1520.192,2111
445,1447,1524.348,2145
446,1447,1544.652,2295
447,1447,1522.82,2138
448,1447,1533.272,2184
449,1447,1539.62,2233
450,1447,1542.696,2218
451,1447,1537.104,2312
452,1447,1544.464,2234
453,1447,1555.6,2233
454,1447,1535.296,2295
455,1447,1529.92,2231
456,1447,1546.756,2141
457,1447,1530.232,2209
458,1447,1537.732,2295
459,1447,1546.196,2288
460,1447,1544.852,2270
461,1447,1524.66,2200
462,1447,1542.556,2160
463,1447,1534.272,2312
464,1447,1539.204,2227
465,1447,1545.512,2293
466,1447,1540.852,2312
467,1447,1531.108,2161
468,1447,1537.352,2312
469,1447,1535.372,2118
470,1447,1548.464,2312
471,1447,1545.36,2200
472,1447,1559.644,2205
473,1447,1545.648,2181
474,1447,1534.26,2158
475,1447,1544.584,2137
476,1447,1561.616,2220
477,1447,1540.588,2205
478,1447,1540.648,2175
479,1447,1532.076,2227
480,1447,1539.536,2211
481,1447,1542.236,2154
482,1447,1551.072,2222
483,1447,1547.232,2192
484,1447,1546.028,2132
485,1447,1550.916,2224
486,1447,1542.32,2293
487,1447,1554.54,2157
488,1447,1536.812,2220
489,1447,1541.284,2198
490,1447,1549.916,2178
491,1447,1534.612,2223
492,1447,1533.852,2134
493,1447,1514.872,2124
494,1447,1548.192,2224
495,1447,1550.316,2295
496,1447,1534.196,2113
497,1447,1537.536,2312
498,1447,1526.316,2246
499,1447,1539.188,2312
500,1447,1551.312,2295
501,1447,1537.28,2171
502,1447,1531.832,2160
503,1447,1544.128,2246
504,1447,1551.36,2222
505,1447,1526.956,2211
506,1447,1549.4,2207
507,1447,1545.948,2235
508,1447,1528.2,2124
509,1447,1520.216,2123
510,1447,1537.968,2199
511,1447,1542.724,2233
512,1447,1535.892,2207
513,1447,1531.148,2183
514,1447,1533.58,2220
515,1447,1548.352,2234
516,1447,1530.08,2222
517,1447,1546.304,2295
518,1447,1531.964,2231
519,1447,1540.48,2200
520,1447,1540.948,2192
521,1447,1548.232,2183
522,1447,1551.16,2233
523,1447,1528.22,2179
524,1447,1539.228,2199
525,1447,1522.652,2170
526,1447,1531.076,2186
527,1447,1525.86,2146
528,1447,1530.884,2147
529,1447,1544.74,2295
530,1447,1534.208,2179
531,1447,1537.908,2207
532,1447,1535.436,2246
533,1447,1553.668,2190
534,1447,1534.828,2205
535,1447,1541.448,2141
536,1447,1550.804,2163
537,1447,1539.548,2293
538,1447,1530,2183
539,1447,1537.156,2199
540,1447,1549.112,2233
541,1447,1550.568,2234
542,1447,1545.272,2159
543,1447,1544.148,2234
544,1447,1529.156,2118
545,1447,1552.28,2312
546,1447,1553.516,2130
547,1447,1526.9,2234
548,1447,1535.292,2218
549,1447,1532.356,2184
550,1447,1538.656,2175
551,1447,1546.828,2159
552,1447,1551.756,2220
553,1447,1541.588,2222
554,1447,1549.384,2200
555,1447,1526.604,2137
556,1447,1538.028,2146
557,1447,1572.736,2220
558,1447,1536.112,2312
559,1447,1533.992,2220
560,1447,1543.276,2140
561,1447,1538.38,2220
562,1447,1543.852,2184
563,1447,1543.36,2184
564,1447,1546.82,2098
565,1447,1517.808,2192
566,1447,1535.404,2178
567,1447,1551.764,2234
568,1447,1537.156,2295
569,1447,1545.904,2312
570,1447,1541.212,2170
571,1447,1529.592,2207
572,1447,1553.284,2222
573,1447,1565.564,2184
574,1447,1549.088,2160
575,1447,1528.628,2151
576,1447,1544.66,2234
577,1447,1557.584,2295
578,1447,1537.364,2218
579,1447,1547.216,2160
580,1447,1555.04,2235
581,1447,1558.972,2192
582,1447,1520.932,2153
583,1447,1540.724,2233
584,1447,1523.496,2295
585,1447,1527.264,2065
586,1447,1522.532,2113
587,1447,1548.544,2175
588,1447,1544.792,2312
589,1447,1529.996,2232
590,1447,1540.236,2220
591,1447,1543.904,2186
592,1447,1538.564,2224
593,1447,1523.548,2109
594,1447,1526.64,2192
595,1447,1530.18,2153
596,1447,1533.7,2224
597,1447,1546.148,2200
598,1447,1526.428,2220
599,1447,1530.112,2116
600,1447,1544.616,2216
601,1447,1518.212,2192
602,1447,1531.932,2211
603,1447,1537.376,2200
604,1447,1546.568,2207
605,1447,1525.8,2234
606,1447,1540.952,2295
607,1447,1543.124,2310
608,1447,1540.628,2218
609,1447,1534.32,2175
610,1447,1527.196,2222
611,1447,1548.372,2235
612,1447,1534.824,2179
613,1447,1540.276,2295
614,1447,1546.692,2235
615,1447,1539.376,2231
616,1447,1525.172,2148
617,1447,1535.3,2244
618,1447,1539.912,2186
619,1447,1531.704,2211
620,1447,1552.596,2199
621,1447,1533.468,2156
622,1447,1546.76,2161
623,1447,1542.2,2192
624,1447,1543.464,2190
625,1447,1542.468,2132
626,1447,1538.096,2200
627,1447,1561.124,2190
628,1447,1534.64,2293
629,1447,1551.88,2224
630,1447,1550.532,2310
631,1447,1514.992,2218
632,1447,1528.76,2177
633,1447,1547.004,2310
634,1447,1541.688,2233
635,1447,1537.72,2192
636,1447,1538.416,2225
637,1447,1548.832,2188
638,1447,1548.36,2218
639,1447,1535.54,2199
640,1447,1535.924,2197
641,1447,1537.712,2188
642,1447,1533.02,2211
643,1447,1529.352,2310
644,1447,1550.192,2138
645,1447,1530.08,2223
646,1447,1528.164,2156
647,1447,1530.692,2176
648,1447,1525.8,2310
649,1447,1538.712,2216
650,1447,1540.04,2181
651,1447,1536.796,2310
652,1447,1515.84,2223
653,1447,1541.704,2116
654,1447,1553.376,2227
655,1447,1537.624,2134
656,1447,1529.604,2222
657,1447,1530.196,2178
658,1447,1551.516,2232
659,1447,1534.592,2101
660,1447,1538.816,2222
661,1447,1529.032,2197
662,1447,1562.456,2223
663,1447,1542.764,2128
664,1447,1546.656,2293
665,1447,1512.284,2205
666,1447,1516.328,2233
667,1447,1531.932,2181
668,1447,1535.584,2169
669,1447,1520.288,2186
670,1447,1530.412,2174
671,1447,1540.716,2295
672,1447,1542.08,2310
673,1447,1525.616,2310
674,1447,1537.244,2218
675,1447,1555.236,2234
676,1447,1524.952,2197
677,1447,1545.9,2218
678,1447,1545.34,2305
679,1447,1559.488,2225
680,1447,1539.048,2220
681,1447,1526.948,2144
682,1447,1539.464,2146
683,1447,1545.844,2209
684,1447,1550.544,2312
685,1447,1530.004,2205
686,1447,1543.872,2233
687,1447,1533.496,2222
688,1447,1531.032,2112
689,1447,1548.056,2233
690,1447,1524.54,2117
691,1447,1532.432,2246
692,1447,1531.896,2232
693,1447,1536.408,2233
694,1447,1522.312,2207
695,1447,1537.072,2220
696,1447,1543.02,2225
697,1447,1533.996,2220
698,1447,1536.196,2199
699,1447,1547.216,2188
700,1447,1530.708,2179
701,1447,1536.32,2233
702,1447,1523.66,2224
703,1447,1541.092,2177
704,1447,1544.656,2167
705,1447,1545.688,2312
706,1447,1531.524,2184
707,1447,1550.72,2205
708,1447,1551.088,2222
709,1447,1549.68,2310
710,1447,1526.152,2158
711,1447,1544.996,2218
712,1447,1545.216,2183
713,1447,1544.828,2456
714,1447,1568.544,2197
715,1447,1545.408,2218
716,1447,1540.608,2197
717,1447,1542.632,2181
718,1447,1527.72,2135
719,1447,1541.452,2310
720,1447,1525.736,2198
721,1447,1535.396,2197
722,1447,1540.364,2220
723,1447,1536.784,2182
724,1447,1528.304,2225
725,1447,1540.656,2170
726,1447,1536.144,2233
727,1447,1537.508,2233
728,1447,1521.584,2155
729,1447,1520.884,2283
730,1447,1537.316,2141
731,1447,1548.356,2287
732,1447,1546.852,2216
733,1446,1530.756,2182
734,1446,1543.364,2244
735,1446,1532.612,2233
736,1446,1541.724,2245
737,1446,1580.936,2316
738,1446,1603.32,2360
739,1446,1581.972,2317
740,1446,1588.304,2309
741,1446,1563.62,2155
742,1446,1584.696,2351
743,1446,1557.592,2215
744,1446,1605.228,2217
745,1446,1568.512,2243
746,1446,1583.14,2217
747,1445,1553.016,2244
748,1445,1563.232,2355
749,1438,1549.196,2183
750,1438,1565.664,2235
751,1438,1592.988,2238
752,1437,1611.488,2233
753,1437,1611.616,2380
754,1437,1547.888,2301
755,1437,1543.252,2184
756,1437,1592.868,2321
757,1428,1550.46,2305
758,1428,1561.352,2305
759,1428,1538.528,2329
760,1427,1528.72,2320
761,1425,1519.488,2236
762,1421,1551.124,2189
763,1421,1552.56,2313
764,1421,1550.692,2176
765,1418,1551.008,2181
766,1418,1539.292,2176
767,1418,1519.184,2144
768,1418,1493.336,2236
769,1418,1516.112,2287
770,1418,1508.864,2213
771,1418,1490.104,2259
772,1416,1496.108,2228
773,1416,1511.66,2099
774,1400,1516.22,2143
775,1400,1517.948,2287
776,1400,1527.144,2269
777,1398,1494.344,2277
778,1395,1486.264,2250
779,1393,1482.756,2152
780,1391,1487.18,2145
781,1391,1493.66,2215
782,1386,1499.564,2240
783,1386,1497.716,2136
784,1386,1487.584,2136
785,1386,1486.432,2227
786,1386,1503.972,2236
787,1386,1462.672,2132
788,1385,1491.276,2244
789,1385,1490.58,2143
790,1385,1500.156,2113
791,1385,1489.892,2159
792,1379,1489.596,2121
793,1379,1495.14,2293
794,1379,1505.748,2233
795,1379,1453.308,2089
796,1379,1462.972,2291
797,1375,1491.248,2192
798,1375,1465.456,2254
799,1374,1477.092,2181
800,1374,1477.172,2084
