generacja,best_cost,avg_cost,worst_cost
181,1352,1462.676,2152
182,1352,1456.912,2192
183,1352,1438.364,2192
184,1352,1454.784,2142
185,1352,1447.364,2124
186,1352,1444.48,2143
187,1352,1462.072,2185
188,1352,1433.8,2103
189,1352,1434.024,2163
190,1352,1418.676,2033
191,1352,1454.128,2148
192,1352,1439.988,2148
193,1352,1446.756,2152
194,1352,1440.332,2134
195,1352,1434.992,2112
196,1352,1444.22,2143
197,1352,1433.02,2165
198,1352,1447.488,2192
199,1352,1449.136,2192
200,1352,1439.208,2216
201,1352,1442.448,2050
202,1352,1456.404,2210
203,1352,1449.384,2149
204,1352,1460.84,2138
205,1352,1433.124,2143
206,1352,1461.276,2165
207,1352,1472.42,2176
208,1352,1437.64,2148
209,1352,1435.936,2126
210,1352,1438.54,2185
211,1352,1473.26,2176
212,1352,1448.636,2176
213,1352,1445.156,2138
214,1352,1446.612,2128
215,1352,1452.556,2195
216,1352,1443.956,2204
217,1352,1461.808,2185
218,1352,1462.372,2145
219,1352,1433.504,2192
220,1352,1440.836,2132
221,1352,1437.536,2145
222,1352,1443.916,2138
223,1352,1463.104,2145
224,1352,1456.368,2185
225,1352,1449.236,2192
226,1352,1468.856,2192
227,1352,1423.216,2102
228,1352,1434.04,2192
229,1352,1431.616,2163
230,1352,1434.58,2102
231,1352,1443.836,2132
232,1352,1441.54,2165
233,1352,1437.24,2068
234,1352,1415.5,2143
235,1352,1442.492,2192
236,1352,1464.384,2176
237,1352,1463.984,2204
238,1352,1432.204,2157
239,1352,1423.364,2139
240,1352,1439.488,2214
241,1352,1447.14,2210
242,1352,1457.572,2149
243,1352,1439.74,2185
244,1352,1444.808,2179
245,1352,1460.416,2212
246,1352,1445.964,2102
247,1352,1456.208,2192
248,1352,1453.66,2204
249,1352,1458.728,2185
250,1352,1436.796,2188
251,1352,1435.512,2216
252,1352,1433.076,2110
253,1352,1425.768,2109
254,1352,1445.196,2192
255,1352,1434.04,2176
256,1352,1429.004,2132
257,1352,1443.58,2138
258,1352,1442.472,2143
259,1352,1443.884,2146
260,1352,1452.912,2126
261,1352,1449.96,2185
262,1352,1450.32,2176
263,1352,1442.044,2204
264,1352,1443.868,2145
265,1352,1451.316,2131
266,1352,1466.352,2192
267,1352,1458.96,2152
268,1352,1439.604,2176
269,1352,1456.748,2165
270,1352,1457.996,2216
271,1352,1429.692,2148
272,1352,1442.54,2145
273,1352,1443.452,2149
274,1352,1448.536,2101
275,1352,1455.188,2148
276,1352,1440.992,2185
277,1352,1455.656,2152
278,1352,1439.584,2138
279,1352,1463.356,2204
280,1352,1443.184,2132
281,1352,1472.464,2124
282,1352,1427.132,2103
283,1352,1440.196,2138
284,1352,1437.024,2185
285,1352,1448.42,2195
286,1352,1437.736,2328
287,1352,1453.912,2185
288,1352,1436.992,2145
289,1352,1438.392,2087
290,1352,1447.956,2152
291,1352,1455.008,2145
292,1352,1442.704,2192
293,1352,1444.116,2195
294,1352,1440.168,2132
295,1352,1445.044,2134
296,1352,1450.688,2192
297,1352,1438.504,2157
298,1352,1476.336,2157
299,1352,1440.604,2185
300,1352,1441.776,2157
301,1352,1436.472,2157
302,1352,1439.892,2192
303,1352,1438.532,2179
304,1352,1432.048,2192
305,1352,1433.452,2192
306,1352,1437.692,2179
307,1352,1451.464,2192
308,1352,1432.056,2163
309,1352,1427.996,2176
310,1352,1452.924,2157
311,1352,1437,2142
312,1352,1466.18,2143
313,1352,1451.132,2192
314,1352,1429.732,2210
315,1352,1430.612,2195
316,1352,1443.852,2122
317,1352,1467.24,2210
318,1352,1442.92,2138
319,1352,1450.432,2272
320,1352,1448.02,2195
321,1352,1442.992,2152
322,1352,1450.988,2157
323,1352,1448.324,2185
324,1352,1432.74,2192
325,1352,1425.716,2084
326,1352,1436.848,2122
327,1352,1461.092,2148
328,1352,1448.572,2185
329,1352,1447.576,2152
330,1352,1438.86,2145
331,1352,1441.848,2195
332,1352,1422.188,2138
333,1352,1466.02,2195
334,1352,1444.608,2204
335,1352,1446.696,2195
336,1352,1456.64,2185
337,1352,1467.876,2148
338,1352,1450.744,2090
339,1352,1463.924,2192
340,1352,1449.232,2192
341,1352,1467.708,2180
342,1352,1457.156,2185
343,1352,1435.772,2103
344,1352,1438.032,2039
345,1352,1448.056,2192
346,1352,1462.652,2185
347,1352,1430.092,2165
348,1352,1457.08,2192
349,1352,1472.472,2210
350,1352,1440.28,2176
351,1352,1419.704,2124
352,1352,1432.052,2149
353,1352,1447.94,2148
354,1352,1431.784,2192
355,1352,1468.464,2176
356,1352,1469.412,2134
357,1352,1450.32,2122
358,1352,1446.968,2176
359,1352,1446.42,2143
360,1352,1433.456,2069
361,1352,1457.172,2216
362,1352,1444.568,2210
363,1352,1469.656,2149
364,1352,1455.268,2192
365,1352,1447.724,2112
366,1352,1433.464,2204
367,1352,1457.8,2176
368,1352,1448.868,2145
369,1352,1448.692,2185
370,1352,1433.028,2192
371,1352,1424.12,2152
372,1352,1455.3,2148
373,1352,1445.612,2124
374,1352,1430.18,2124
375,1352,1449.488,2179
376,1352,1451,2163
377,1352,1447.128,2192
378,1352,1446.004,2126
379,1352,1448.92,2216
380,1352,1407.468,2021
381,1352,1429.036,2108
382,1352,1436.116,2192
383,1352,1443.636,2192
384,1352,1444.076,2112
385,1352,1448.36,2090
386,1352,1451.276,2192
387,1352,1447.8,2195
388,1352,1451.404,2216
389,1352,1448.78,2192
390,1352,1476.236,2195
391,1352,1440.952,2195
392,1352,1465.192,2192
393,1352,1465.768,2216
394,1352,1442.516,2210
395,1352,1437.172,2143
396,1352,1431.464,2192
397,1352,1465.82,2157
398,1352,1434.768,2157
399,1352,1435.348,2192
400,1352,1445.6,2229
401,1352,1460.124,2174
402,1352,1455.472,2204
403,1352,1441.608,2164
404,1352,1437.496,2204
405,1352,1469.676,2163
406,1352,1439.104,2179
407,1352,1448.6,2179
408,1352,1437.124,2126
409,1352,1452.188,2176
410,1352,1438.02,2192
411,1352,1437.392,2120
412,1352,1463.896,2195
413,1352,1440.9,2145
414,1352,1454.628,2185
415,1352,1437.932,2176
416,1352,1455.972,2165
417,1352,1432.232,2122
418,1352,1441.508,2163
419,1352,1433.216,2086
420,1352,1433.472,2195
421,1352,1447.032,2157
422,1352,1449.88,2195
423,1352,1444.604,2145
424,1352,1431.976,2185
425,1352,1447.692,2126
426,1352,1441.448,2148
427,1352,1422.4,2138
428,1352,1427.384,2033
429,1352,1439.4,2216
430,1352,1448.2,2192
431,1352,1451.432,2163
432,1352,1447.556,2134
433,1352,1428.264,2101
434,1352,1458.056,2192
435,1352,1449.928,2145
436,1352,1483.048,2176
437,1352,1455.504,2083
438,1352,1441.628,2179
439,1352,1453.48,2204
440,1352,1449.284,2216
441,1352,1458.344,2216
442,1352,1454.976,2216
443,1352,1439.544,2176
444,1352,1419.956,2165
445,1352,1462.62,2163
446,1352,1441.212,2143
447,1352,1465.344,2125
448,1352,1443.44,2216
449,1352,1447.2,2163
450,1352,1428.868,2112
451,1352,1427.76,2148
452,1352,1443.024,2165
453,1352,1426.62,2185
454,1352,1437.316,2163
455,1352,1440.644,2192
456,1352,1441.756,2192
457,1352,1452.94,2192
458,1352,1452.76,2138
459,1352,1446.836,2176
460,1352,1452.84,2176
461,1352,1457.256,2216
462,1352,1441.828,2122
463,1352,1430.544,2138
464,1352,1455.868,2176
465,1352,1427.304,2162
466,1352,1456.24,2216
467,1352,1444.648,2134
468,1352,1439.888,2108
469,1352,1442.472,2192
470,1352,1444.12,2107
471,1352,1444.66,2192
472,1352,1421.316,2131
473,1352,1439.84,2132
474,1352,1449.868,2192
475,1352,1451.42,2132
476,1352,1453.136,2157
477,1352,1455.896,2192
478,1352,1455.864,2185
479,1352,1441.772,2165
480,1352,1444.144,2185
481,1352,1447.216,2216
482,1352,1445.548,2124
483,1352,1459.328,2149
484,1352,1422.624,2143
485,1352,1465.7,2185
486,1352,1445.984,2163
487,1352,1429.864,2122
488,1352,1435.888,2185
489,1352,1455.888,2216
490,1352,1457.292,2185
491,1352,1453.36,2216
492,1352,1446.912,2163
493,1352,1443.78,2128
494,1352,1456.664,2152
495,1352,1455.24,2143
496,1352,1455.272,2192
497,1352,1439.804,2108
498,1352,1458.728,2132
499,1352,1431.092,2176
500,1352,1423.1,2143
501,1352,1427.92,2185
502,1352,1437.188,2192
503,1352,1471.288,2185
504,1352,1466.216,2165
505,1352,1438.884,2210
506,1352,1455.168,2185
507,1352,1453.072,2149
508,1352,1443.984,2165
509,1352,1449.052,2165
510,1352,1448.236,2087
511,1352,1439.58,2138
512,1352,1421.124,2104
513,1352,1441.304,2149
514,1352,1438.416,2192
515,1352,1423.332,2185
516,1352,1435.06,2204
517,1352,1475.904,2192
518,1352,1444.168,2086
519,1352,1450.904,2192
520,1352,1448.848,2192
521,1352,1417.268,2165
522,1352,1440.648,2138
523,1352,1433.164,2204
524,1352,1452.16,2195
525,1352,1447.716,2132
526,1352,1433.1,2122
527,1352,1447.18,2195
528,1352,1439.796,2138
529,1352,1428.248,2134
530,1352,1445.276,2192
531,1352,1469.324,2192
532,1352,1459.768,2179
533,1352,1447.964,2131
534,1352,1436.548,2134
535,1352,1441.208,2122
536,1352,1435.4,2192
537,1352,1439.992,2185
538,1352,1436.864,2216
539,1352,1452.6,2112
540,1352,1455.328,2143
541,1352,1441.808,2204
542,1352,1431.168,2176
543,1352,1437.848,2051
544,1352,1427.38,2145
545,1352,1474.74,2204
546,1352,1447.968,2210
547,1352,1437.02,2128
548,1352,1450.312,2149
549,1352,1442.54,2157
550,1352,1439.188,2110
551,1352,1442.592,2204
552,1352,1432.788,2157
553,1352,1439.932,2081
554,1352,1440.992,2176
555,1352,1428.324,2185
556,1352,1425.604,2131
557,1352,1442.796,2210
558,1352,1434.048,2216
559,1352,1449.148,2185
560,1352,1473.856,2216
561,1352,1442.516,2192
562,1352,1446.508,2179
563,1352,1425.504,2044
564,1352,1470.264,2148
565,1352,1444.968,2185
566,1352,1470.432,2185
567,1352,1430.484,2138
568,1352,1449.936,2148
569,1352,1437.14,2210
570,1352,1439.164,2112
571,1352,1429.524,2157
572,1352,1425.792,2204
573,1352,1425.828,2192
574,1352,1438.824,2124
575,1352,1440.312,2138
576,1352,1436.62,2099
577,1352,1436.084,2204
578,1352,1440.436,2076
579,1352,1450.416,2192
580,1352,1448.38,2192
581,1352,1462.848,2143
582,1352,1421.756,2050
583,1352,1441.508,2122
584,1352,1438.576,2216
585,1352,1437.78,2179
586,1352,1450.292,2104
587,1352,1438.94,2093
588,1352,1438.884,2204
589,1352,1432.296,2120
590,1352,1426.052,2053
591,1352,1443.144,2210
592,1352,1453.104,2188
593,1352,1447.268,2132
594,1352,1449.324,2103
595,1352,1422.556,2083
596,1352,1444.476,2210
597,1352,1445.96,2165
598,1352,1439.184,2142
599,1352,1429.16,2108
600,1352,1458.744,2192
601,1352,1429.3,2216
602,1352,1446.112,2176
603,1352,1452.796,2210
604,1352,1447.104,2216
605,1352,1451.892,2138
606,1352,1446.296,2204
607,1352,1461.224,2179
608,1352,1449.736,2157
609,1352,1448.56,2210
610,1352,1450.696,2142
611,1352,1461.496,2163
612,1352,1453.54,2216
613,1352,1424.912,2204
614,1352,1428.172,2192
615,1352,1449.408,2131
616,1352,1460.596,2192
617,1352,1473.308,2192
618,1352,1446.8,2185
619,1352,1441.472,2105
620,1352,1437.864,2210
621,1352,1446.408,2185
622,1352,1456.864,2210
623,1352,1447.268,2145
624,1352,1459.26,2149
625,1352,1457.024,2163
626,1352,1453.712,2210
627,1352,1452.928,2210
628,1352,1427.768,2216
629,1352,1437.9,2122
630,1352,1462.12,2192
631,1352,1453.36,2204
632,1352,1438.648,2131
633,1352,1431.988,2176
634,1352,1444.74,2185
635,1352,1463.752,2176
636,1352,1446.816,2185
637,1352,1436.4,2185
638,1352,1432.224,2142
639,1352,1437.1,2081
640,1352,1446.568,2185
641,1352,1426.168,2149
642,1352,1441.904,2185
643,1352,1448.8,2185
644,1352,1441.592,2120
645,1352,1430.372,2176
646,1352,1446.288,2128
647,1352,1446.288,2216
648,1352,1453.3,2138
649,1352,1447.12,2204
650,1352,1444.412,2216
651,1352,1450.284,2185
652,1352,1450.564,2210
653,1352,1460.968,2157
654,1352,1456.492,2216
655,1352,1427.34,2053
656,1352,1452.072,2204
657,1352,1448.016,2216
658,1352,1452.08,2102
659,1352,1431.864,2148
660,1352,1436.056,2192
661,1352,1446.844,2131
662,1352,1447.392,2185
663,1352,1450.28,2120
664,1352,1453.24,2192
665,1352,1460.724,2216
666,1352,1430.464,2084
667,1352,1445.936,2179
668,1352,1446.152,2185
669,1352,1446.644,2185
670,1352,1431.652,2110
671,1352,1430.616,2131
672,1352,1464.324,2185
673,1352,1434.636,2204
674,1352,1460.848,2195
675,1352,1415.344,2023
676,1352,1438.916,2067
677,1352,1449.672,2157
678,1352,1441.692,2192
679,1352,1429.572,2210
680,1352,1437.38,2179
681,1352,1456.424,2152
682,1352,1435.44,2108
683,1352,1444.668,2131
684,1352,1437.712,2143
685,1352,1457.268,2192
686,1352,1459.684,2165
687,1352,1450.716,2216
688,1352,1443.356,2099
689,1352,1436.196,2149
690,1352,1435.46,2134
691,1352,1442.732,2040
692,1352,1453.868,2185
693,1352,1457.724,2152
694,1352,1443.42,2138
695,1352,1437.332,2163
696,1352,1460.948,2134
697,1352,1450,2204
698,1352,1439.86,2112
699,1352,1457.78,2112
700,1352,1445.988,2112
701,1352,1468.016,2192
702,1352,1427.912,2053
703,1352,1434.096,2165
704,1352,1431.66,2204
705,1352,1457.432,2143
706,1352,1444.2,2131
707,1352,1448.848,2210
708,1352,1460.168,2171
709,1352,1440.14,2120
710,1352,1439.82,2165
711,1352,1442.148,2260
712,1352,1444.348,2128
713,1352,1438.956,2083
714,1352,1468.304,2185
715,1352,1444,2192
716,1352,1459.512,2185
717,1352,1432.708,2134
718,1352,1452.088,2185
719,1352,1446.152,2192
720,1352,1451.204,2185
721,1352,1444.148,2210
722,1352,1439.872,2138
723,1352,1434.304,2165
724,1352,1437.872,2022
725,1352,1439.444,2138
726,1352,1429.584,2097
727,1352,1447.884,2192
728,1352,1451.304,2216
729,1352,1436.6,2148
730,1352,1438.332,2185
731,1352,1453.988,2241
732,1352,1426.704,2149
733,1352,1437.824,2157
734,1352,1449,2148
735,1352,1431.12,2152
736,1352,1432.388,2192
737,1352,1436.856,2179
738,1352,1441.024,2216
739,1352,1431.976,2210
740,1352,1444.616,2176
741,1352,1441.832,2134
742,1352,1425.092,2185
743,1352,1465.164,2122
744,1352,1442.404,2204
745,1352,1429.616,2142
746,1352,1439.26,2148
747,1352,1438.164,2083
748,1352,1437.776,2128
749,1352,1452.084,2216
750,1352,1431.336,2165
751,1352,1444.064,2185
752,1352,1445.14,2112
753,1352,1434.384,2132
754,1352,1437.344,2149
755,1352,1439.192,2192
756,1352,1436.284,2148
757,1352,1449.12,2157
758,1352,1467.584,2185
759,1352,1444.056,2195
760,1352,1456.488,2185
761,1352,1456.068,2145
762,1352,1454.68,2151
763,1352,1442.448,2185
764,1352,1436.576,2134
765,1352,1436.084,2142
766,1352,1459.62,2105
767,1352,1461,2146
768,1352,1442.9,2204
769,1352,1419.868,2125
770,1352,1471,2185
771,1352,1466.848,2179
772,1352,1449.012,2179
773,1352,1427.132,2128
774,1352,1435.092,2148
775,1352,1448.648,2185
776,1352,1446.628,2176
777,1352,1447.16,2195
778,1352,1453.612,2192
779,1352,1442.944,2099
780,1352,1443.328,2216
781,1352,1448.148,2124
782,1352,1435.036,2045
783,1352,1465.084,2192
784,1352,1448.852,2192
785,1352,1464.56,2210
786,1352,1433.908,2176
787,1352,1448.04,2185
788,1352,1437.864,2112
789,1352,1440.38,2195
790,1352,1457.624,2185
791,1352,1444.832,2179
792,1352,1443.628,2185
793,1352,1452.384,2185
794,1352,1448.436,2185
795,1352,1437.884,2126
796,1352,1450.884,2176
797,1352,1451.32,2176
798,1352,1435.652,2045
799,1352,1450.512,2192
800,1352,1430.384,2009
